Ingredient,Quantity
apples raw woskn ckd bld,926
apples raw wo skn ckd microwave,354
apples cnd swtnd sliced drnd unhtd,968
apples cnd swtnd sliced drnd htd,557
apples dehyd (lo moist) sulfured unckd,201
apples dehyd (lo moist) sulfured stwd,899
apples dried sulfured unckd,341
apples dried sulfured stwd wo sugar,593
apples dried sulfured stwd w sugar,895
apples frz unswtnd unhtd,722
apples frz unswtnd htd,858
apple juc cnd or btld unswtnd wo added vit c,552
apple juc frz conc unswtnd undil wo vit c,833
apple juc frz conc unswtnd dil w3 volume h2o wo vit c,439
applesauce cnd unswtnd woadded vit c (includes usda commod),966
applesauce cnd swtnd wo salt (includes usda commodity),284
apricots raw,455
apricots cnd h2o pk wskn solliquids,269
apricots cnd h2o pk woskn solliquids,229
apricots cnd juc pk wskn solliquids,1000
apricots cnd ex lt syrup pk wskn solliquids,867
apricots cnd lt syrup pk wskn solliquids,959
apricots cnd hvy syrup pk wskn solliquids,745
apricots cnd hvy syrup pk woskn solliquids,729
apricots cnd ex hvy syrup pk woskn solliquids,267
apricots dehyd (low-moisture) sulfured unckd,331
apricots dehyd (low-moisture) sulfured stwd,517
apricots dried sulfured unckd,477
apricots dried sulfured stwd wo sugar,317
apricots dried sulfured stwd w sugar,686
apricots frozen sweetened,873
apricot nectar cnd wo vit c,620
avocados raw all comm var,348
avocados raw california,760
avocados raw florida,659
bananas raw,168
bananas dehyd or banana pdr,437
blackberries raw,231
blackberry juc cnd,880
cherries tart dried swtnd,429
blackberries cnd hvy syrup solliquids,270
blackberries frz unswtnd,974
blueberries raw,620
blueberries cnd hvy syrup solliquids,739
blueberries wild frz,671
blueberries frz unswtnd,340
blueberries frz swtnd,847
boysenberries cnd hvy syrup,483
boysenberries frz unswtnd,851
breadfruit raw,193
carambola (starfruit) raw,660
carissa (natal-plum) raw,964
cherimoya raw,892
cherries sour red raw,876
cherries sour red cnd h2o pk solliquids (incl usda cmdty),541
cherries sour red cnd lt syrup pk solliquids,942
cherries sour red cnd hvy syrup pk solliquids,395
cherries sour red cnd ex hvy syrup pk solliquids,557
cherries sour red frz unswtnd,970
cherries sweet raw,593
cherries swt cnd h2o pk solliquids,500
cherries swt cnd juc pk solliquids,938
cherries swt cnd lt syrup pk solliquids,639
cherries swt cnd pitted hvy syrup pk sol  liquids,823
cherries swt cnd ex hvy syrup pk solliquids,587
cherries swt frz swtnd,212
crabapples raw,391
cranberries raw,857
cranberries dried swtnd,117
cranberry sau cnd swtnd,567
cranberry-orange relish cnd,998
currants european black raw,789
currants redwhite raw,652
currants zante dried,770
custard-apple (bullock's-heart) raw,486
dates deglet noor,172
elderberries raw,219
figs raw,230
figs cnd h2o pk solliquids,962
figs cnd lt syrup pk solliquids,532
figs cnd hvy syrup pk solliquids,263
figs cnd ex hvy syrup pk solliquids,460
figs dried uncooked,184
figs dried stewed,702
fruit cocktail cnd h2o pk solliquids,897
fruit cocktail cnd juc pk solliquids,664
fruit cocktail cnd ex lt syrup solliquids,172
fruit cocktail cnd lt syrup solliquids,745
fruit cocktail cnd hvy syrup solliquids,631
fruit cocktail cnd ex hvy syrup solliquids,787
fruit salad cnd h2o pk solliquids,527
fruit salad cnd juc pk solliquids,968
fruit salad cnd lt syrup solliquids,935
fruit salad cnd hvy syrup solliquids,709
fruit salad cnd ex hvy syrup solliquids,898
gooseberries raw,934
gooseberries cnd lt syrup pk solliquids,304
goji berries dried,170
grapefruit raw pinkredwhite all areas,462
grapefruit raw pinkred all areas,590
grapefruit raw pinkred californiaarizona,807
grapefruit raw pink  red florida,182
grapefruit raw white all areas,503
grapefruit raw white california,475
grapefruit raw white florida,660
grapefruit sections cnd h2o pk solliquids,855
grapefruit sections cnd juc pk solliquids,324
grapefruit sections cnd lt syrup pk solliquids,284
grapefruit juc white cnd or btld unswtnd,413
grapefruit juc white cnd swtnd,578
grapefruit juc white frz conc unswtnd undil,849
grapefruit juc white frz conc unswtnd dil w 3 volume h2o,232
grapefruit juc pink or red w added ca,981
grapefruit juc white raw,703
grapes  muscadine  raw,928
grape juc cnd or btld unswtnd w added vit c,867
grapes american type (slip skn) raw,877
grapes red or grn (euro type such as thompson seedless) raw,346
grapes cnd thompson seedless h2o pk solliquids,123
grapes cnd thompson seedless hvy syrup pk solliquids,147
grape juc cnd or btld unswtnd wo added vit c,975
groundcherries (cape-gooseberries or poha) raw,928
guavas common raw,255
guavas strawberry raw,937
guava sauce cooked,278
jackfruit raw,170
java-plum (jambolan) raw,601
jujube raw,797
jujube chinese frsh dried,278
kiwifruit grn raw,458
kumquats raw,332
lemons raw without peel,736
lemon juice raw,528
lemon juc from conc cnd or btld,226
lemon juc frz unswtnd single strength,896
lemon peel raw,150
limes raw,996
lime juice raw,686
lime juc cnd or btld unswtnd,670
blueberries dried swtnd,978
litchis raw,345
litchis dried,616
loganberries frozen,897
longans raw,851
longans dried,410
loquats raw,148
mammy-apple (mamey) raw,918
mangos raw,685
mangosteen cnd syrup pk,275
mango dried swtnd,195
melons cantaloupe raw,237
melons casaba raw,814
melons honeydew raw,162
melon balls frozen,592
mulberries raw,422
nectarines raw,332
oheloberries raw,659
olives ripe cnd (small-extra lrg),905
olives ripe cnd (jumbo-super colossal),274
olives pickled cnd or btld grn,135
oranges raw all comm var,176
oranges raw california valencias,685
oranges raw navels,858
oranges raw florida,592
oranges raw with peel,807
orange juice raw,623
orange juc cnd unswtnd,588
orange juc chilled incl from conc,460
orange juc chilled incl from conc w added ca  vitamin d,112
orange juc chilled incl from conc w added ca,434
orange juc frz conc unswtnd dil w 3 volume h2o w added ca,629
orange juc frz conc unswtnd undil w added ca,187
orange juc frz conc unswtnd undil,340
orange juc frz conc unswtnd dil w3 volume h2o,694
orange peel raw,397
orange-grapefruit juc cnd or btld unswtnd,545
tangerines (mandarin oranges) raw,199
tangerines (mandarin oranges) cnd juc pk,617
tangerines (mandarin oranges) cnd lt syrup pk,469
tangerine juice raw,172
tangerine juc cnd swtnd,959
papayas raw,807
papaya cnd hvy syrup drnd,680
papaya nectar canned,566
passion-fruit (granadilla) purple raw,971
passion-fruit juc purple raw,901
passion-fruit juc yel raw,445
peaches yel raw,970
peaches cnd h2o pk solliquids,838
peaches cnd juc pk solliquids,646
peaches cnd ex lt syrup solliquids,708
peaches cnd lt syrup pk solliquids,957
peaches cnd hvy syrup pk solliquids,360
peaches cnd ex hvy syrup pk solliquids,870
peaches spiced cnd hvy syrup pk solliquids,240
peaches dehyd (low-moisture) sulfured unckd,586
peaches dehyd (low-moisture) sulfured stwd,396
peaches dried sulfured unckd,320
peaches dried sulfured stwd wo sugar,169
peaches dried sulfured stwd w sugar,477
peaches frz sliced swtnd,491
peach nectar cnd wo vit c,264
pears raw,633
pears cnd h2o pk solliquids,232
pears cnd juc pk solliquids,818
pears cnd ex lt syrup pk solliquids,159
pears cnd lt syrup pk solliquids,622
pears cnd hvy syrup pk solliquids,941
pears cnd ex hvy syrup pk solliquids,502
pears dried sulfured unckd,810
pears dried sulfured stwd wo sugar,672
pears dried sulfured stwd w sugar,700
pear nectar cnd wo vit c,103
persimmons japanese raw,934
persimmons japanese dried,128
persimmons native raw,420
pineapple raw all var,178
pineapple cnd h2o pk solliquids,661
pineapple cnd juc pk solliquids,179
pineapple cnd lt syrup pk solliquids,877
pineapple cnd hvy syrup pk solliquids,803
pineapple cnd ex hvy syrup pk solliquids,427
pineapple frz chunks swtnd,300
pineapple juc cnd or btld unswtnd wo added vit c,994
pineapple juc frz conc unswtnd undil,521
pineapple juc frz conc unswtnd dil w3 volume h2o,349
pitanga (surinam-cherry) raw,179
plantains raw,280
plantains cooked,397
plums raw,664
plums cnd purple h2o pk solliquids,452
plums cnd purple juc pk solliquids,440
plums cnd purple lt syrup pk solliquids,864
plums cnd purple hvy syrup pk solliquids,100
plums cnd purple ex hvy syrup pk solliquids,805
pomegranates raw,353
prickly pears raw,527
prunes cnd hvy syrup pk solliquids,931
prunes dehyd (low-moisture) unckd,957
prunes dehyd (low-moisture) stwd,863
plums dried (prunes) unckd,168
plums dried (prunes) stwd wo added sugar,175
plums dried (prunes) stwd w added sugar,182
prune juice canned,769
pummelo raw,165
quinces raw,108
raisins golden seedless,895
raisins seedless,899
raisins seeded,464
rambutan cnd syrup pk,716
raspberries raw,985
raspberries cnd red hvy syrup pk solliquids,187
raspberries frz red swtnd,375
rhubarb raw,745
rhubarb frozen uncooked,368
rhubarb frz ckd wsugar,138
roselle raw,335
rose-apples raw,411
sapodilla raw,582
sapote mamey raw,538
soursop raw,626
strawberries raw,490
strawberries cnd hvy syrup pk solliquids,492
strawberries frz unswtnd,113
strawberries frz swtnd whl,855
strawberries frz swtnd sliced,846
sugar-apples (sweetsop) raw,437
tamarinds raw,939
fruit salad tropical cnd hvy syrup solliquids,244
watermelon raw,378
maraschino cherries cnd drnd,269
feijoa raw,414
pears asian raw,430
fruit cocktail cnd hvy syrup drnd,873
blueberries cnd lt syrup drnd,253
blueberries wild cnd hvy syrup drnd,517
pineapple cnd juc pk drnd,525
apricots cnd hvy syrup drnd,457
cherries sour cnd h2o pk drnd,737
cherries swt cnd pitted hvy syrup drnd,918
peaches cnd hvy syrup drnd,417
pears cnd hvy syrup drnd,519
plums cnd hvy syrup drnd,547
tangerines (mandarin oranges) cnd juc pk drnd,503
apple juc cnd or btld unswtnd w added vit c,723
applesauce cnd unswtnd w vit c,732
applesauce cnd swtnd wsalt,306
apricot nectar cnd w vit c,670
grapefruit juice pink raw,312
peach nectar cnd w vit c,187
pear nectar cnd w vit c,998
pineapple juc cnd or btld unswtnd w added vit c,687
apple juc frz conc unswtnd undil w vit c,806
apple juc frz conc unswtnd dil w3 volume h2o w vit c,341
pears raw bartlett,676
pears raw red anjou,509
pears raw bosc,1000
pears raw grn anjou,948
grapefruit juc white btld unswtnd ocean spray,286
jackfruit cnd syrup pk,422
dates medjool,226
durian raw or frozen,131
prune puree,711
candied fruit,954
abiyuch raw,677
rowal raw,143
pineapple raw traditional var,772
pineapple raw ex swt var,832
usda cmdty mxd fruit (peach pears grapes) cnd lt syrup drnd,521
usda cmdty mxd fruit (peach pear grape) cnd lt syr sol  liq,281
clementines raw,568
guanabana nectar cnd,477
guava nectar cnd w added vit c,841
mango nectar cnd,417
tamarind nectar cnd,845
usda cmdty peaches cnd lt syrup drnd,793
usda cmdty pears cnd juc pk drnd,264
usda cmdty pears cnd lt syrup drnd,394
pomegranate juc btld,261
juice appl  grape blend w added vit c,131
juice appl grape  pear blend w added vit c  ca,853
plantains grn fried,165
plantains yel fried latino restaurant,118
nance cnd syrup drnd,251
nance frz unswtnd,858
naranjilla (lulo) pulp frz unswtnd,893
horned melon (kiwano),579
orange pnappl juc blend,532
apples raw red delicious w skn,723
apples raw golden delicious w skn,499
apples raw granny smith w skn,123
apples raw gala w skn,728
apples raw fuji w skn,693
orange juc chilled incl from conc w add ca  vitamins a d e,539
fruit juc smoothie naked juc mighty mango,432
fruit juc smoothie naked juc grn machine,455
pineapple juc cnd not from conc unswtnd w add vit a c  e,112
fruit juc smoothie naked juc blue machine,243
grape juc cnd or btld unswtnd w added vit c  ca,712
fruit juc smoothie odwalla original superfood,325
fruit juc smoothie bolthouse farms berry boost,584
fruit juc smoothie bolthouse farms grn goodness,186
fruit juc smoothie bolthouse farms strawberry banana,399
apple juc cnd or btld unswtnd w added vit c ca  k,510
raspberries frz unswtnd,951
guava nectar w sucralose cnd,147
kiwifruit zespri sungold raw,923
cranberry juc blend 100 juc btld w added vit c  ca,427
lemon juc from conc btld concord,878
lemon juc from conc btld real lemon,111
cranberry sau whl cnd ocean spray,348
cranberry sau jellied cnd ocean spray,493
ruby red grpfrt juc blnd (grpfrt grp apl) ocean spry wvit c,604
fruit juc smoothie odwalla strawberry banana,144
fruit juc smoothie naked juc strawberry banana,654
pork frsh comp of fat w added soln ckd,518
pork frsh carcass lnfat raw,537
pork frsh comp of rtl cuts (leg loin shldr) ln raw,902
pork frsh comp of leg loin shldr  spareribs ln  fat raw,257
pork fresh backfat raw,718
pork frsh belly raw,933
pork frsh fat raw,866
pork frsh fat ckd,517
pork frsh leg (ham) whl lnfat raw,191
pork frsh leg (ham) whl lnfat ckd rstd,738
pork frsh leg (ham) whl ln raw,550
pork frsh leg (ham) whl ln ckd rstd,637
pork frsh leg (ham) rump half lnfat raw,573
pork frsh leg (ham) rump half lnfat ckd rstd,709
pork frsh leg (ham) rump half ln raw,607
pork frsh leg (ham) rump half ln ckd rstd,146
pork frsh leg (ham) shank half lnfat raw,764
pork frsh leg (ham) shank half lnfat ckd rstd,498
pork frsh leg (ham) shank half ln raw,844
pork frsh leg (ham) shank half ln ckd rstd,432
pork frsh loin whl lnfat raw,501
